ticker,date,publishedAt,source,title
AAPL,2025-04-30,2025-04-30T20:43:30Z,Just Jared,'Lose My Mind' Lyrics: Doja Cat Rides an Engine Drenched In Oil For 'F1' Movie Music Video With Don Toliver - Watch Now!
AAPL,2025-04-30,2025-04-30T20:42:52Z,AppleInsider,Apple sends warnings about mercenary spyware attacks on iOS
AAPL,2025-04-30,2025-04-30T20:41:30Z,Bringatrailer.com,2012 Ford Expedition XLT Premium at No Reserve
AAPL,2025-04-30,2025-04-30T20:32:34Z,Twit.tv,"WW 930: Flocculation & Saponification - Profanity filter, EU digital commitments, FY25 Q3"
AAPL,2025-04-30,2025-04-30T20:31:39Z,Yahoo Entertainment,"Bloom Energy (NYSE:BE) Reports Strong Q1, Full-Year Outlook Slightly Exceeds Expectations"
AAPL,2025-04-30,2025-04-30T20:31:34Z,Consequence.net,Staff Picks: Favorite Albums of April 2025
AAPL,2025-04-30,2025-04-30T20:30:36Z,Gizmodo.com,Murderbot‘s Creators Hope to Keep Going With More Seasons
AAPL,2025-04-30,2025-04-30T20:30:00Z,Variety,Imagine Entertainment’s Head of TV Kristen Zolner Exits Company (EXCLUSIVE)
AAPL,2025-04-30,2025-04-30T20:30:00Z,Techdirt,Techdirt Podcast Episode 416: How Tariffs Are Impacting One Small Business
AAPL,2025-04-30,2025-04-30T20:30:00Z,IndieWire,Watch Keanu Reeves Torture Himself as John Wick in Stunt Documentary ‘Wick Is Pain’
AAPL,2025-04-30,2025-04-30T20:28:50Z,redmondpie.com,Amazon Confirms Its Prime Day 2025 Shopping Event For July
AAPL,2025-04-30,2025-04-30T20:24:55Z,New York Post,"Dogs nose through food at NYC Trader Joe’s while carefree owners shop, but some pet lovers don’t mind"
AAPL,2025-04-30,2025-04-30T20:23:33Z,Chipsandcheese.com,Zhaoxin's KX-7000
AAPL,2025-05-01,2025-05-01T23:54:10Z,CNBC,"Apple has managed tariffs so far, but Cook says it's tough to predict beyond June"
AAPL,2025-05-01,2025-05-01T23:52:46Z,Slashdot.org,Apple earnings recap: Stock slips as China sales miss; Tim Cook warns of possible $900 million tariff hit in June quarter - Business Insider
AAPL,2025-05-01,2025-05-01T23:45:16Z,Thurrott.com,Windows Weekly 930: Floculation and Saponification
AAPL,2025-05-01,2025-05-01T23:40:00Z,Biztoc.com,Apple braces for $900m blow from Trump tariffs
AAPL,2025-05-01,2025-05-01T23:37:38Z,sixcolors.com,Beware the tariffs! Inside Apple’s latest financial results
AAPL,2025-05-01,2025-05-01T23:33:06Z,Slashdot.org,Ctrl-Alt-Speech: Look What The Chat Dragged In
AAPL,2025-05-01,2025-05-01T23:26:15Z,PhoneArena,Apple reports solid fiscal Q2 numbers but the stock still plunges due to tariff fears
AAPL,2025-05-01,2025-05-01T23:18:10Z,Biztoc.com,Tim Cook says Trump tariffs could cost Apple over $900 million in June quarter
AAPL,2025-05-01,2025-05-01T23:17:31Z,Android Authority,I can not believe you can get a Samsung 70-inch 4K TV for just $399 these days
AAPL,2025-05-01,2025-05-01T23:14:24Z,pymnts.com,Spotify Submits App Update to Apple After Ruling in Epic Games Lawsuit
AAPL,2025-05-01,2025-05-01T23:10:56Z,Techdirt,Ctrl-Alt-Speech: Look What The Chat Dragged In
AAPL,2025-05-01,2025-05-01T23:09:17Z,Freerepublic.com,White House Launches Website Tracking Flood of Investments into U.S.
AAPL,2025-05-01,2025-05-01T23:09:08Z,CNBC,Jim Cramer hails Big Tech's earnings power amid economic turbulence
AAPL,2025-05-01,2025-05-01T23:09:00Z,The Japan Times,Tim Cook says unchanged U.S. tariffs could dent Apple’s next-quarter margins
AAPL,2025-05-01,2025-05-01T23:08:33Z,Securityaffairs.com,Pro-Russia hacktivist group NoName057(16) is targeting Dutch organizations
AAPL,2025-05-01,2025-05-01T23:08:19Z,TechCrunch,"Amazon CEO says 100,000 users now have Alexa+ | TechCrunch"
AAPL,2025-05-01,2025-05-01T23:08:18Z,BBC News,Apple braces for $900m blow from Trump tariffs
AAPL,2025-05-01,2025-05-01T23:08:01Z,Yahoo Entertainment,"Stock market today: Dow, S&P 500, Nasdaq futures drift lower as Apple, Amazon results signal trouble ahead"
AAPL,2025-05-01,2025-05-01T23:07:19Z,Deadline,"Apple To Appeal Judge’s Scathing New Ruling In Epic Games Antitrust Case, Says CEO Tim Cook"
AAPL,2025-05-01,2025-05-01T23:07:05Z,Biztoc.com,"Despite paying $900M in tariffs, Apple’s Tim Cook isn’t announcing price increases — yet"
AAPL,2025-05-01,2025-05-01T23:00:00Z,Twit.tv,TNW 385: Wikipedia's AI Strategy Explained - Leila Zia on Keeping AI Accountable at Wikimedia
AAPL,2025-05-01,2025-05-01T22:58:52Z,Investopedia,Tariffs To Take a Bite Out of Apple's Results
AAPL,2025-05-01,2025-05-01T22:58:20Z,TechCrunch,"Despite paying $900M in tariffs, Apple’s Tim Cook isn’t announcing price increases — yet"
AAPL,2025-05-01,2025-05-01T22:58:02Z,Cloudwaysapps.com,Apple Revenues Up 5 Percent to $95 Billion
AAPL,2025-05-01,2025-05-01T22:58:02Z,Thurrott.com,Apple Revenues Up 5 Percent to $95 Billion
AAPL,2025-05-01,2025-05-01T22:57:40Z,Yahoo Entertainment,Apple braces for $900m blow from Trump tariffs
AAPL,2025-05-01,2025-05-01T22:56:02Z,Biztoc.com,Apple braces for $900m blow from Trump tariffs
AAPL,2025-05-01,2025-05-01T22:55:18Z,Cult of Mac,Price drop: This wireless CarPlay adapter lets you watch videos on your car’s screen
AAPL,2025-05-01,2025-05-01T22:54:01Z,New York Post,Adams’ $115B ‘Best Budget Ever’ is chocked full of freebies fit for an election year — but critics say it doesn’t prepare NYC for the worst
AAPL,2025-05-01,2025-05-01T22:50:00Z,BBC News,Apple braces for $900m blow from Trump tariffs
AAPL,2025-05-01,2025-05-01T22:48:23Z,USA Today,Apple says potential $900 million tariff impact ahead in earnings release
AAPL,2025-05-01,2025-05-01T22:44:38Z,ComicBook.com,Borderlands 4 Boss Reveals Why They Changed the Release Date
AAPL,2025-05-01,2025-05-01T22:40:00Z,Slashdot.org,Patreon Will Update Its iPhone App To Sidestep Apple's Payment System
AAPL,2025-05-01,2025-05-01T22:39:04Z,Giveawayoftheday.com,Everycards Flashcards Quizzes
AAPL,2025-05-01,2025-05-01T22:37:06Z,MacRumors,Spotify Submits iOS App Update With Out-of-App Purchase Options
AAPL,2025-05-01,2025-05-01T22:33:11Z,Mactrast.com,Apple CEO Tim Cook Reveals Trump’s Tariffs to Cost Company $900 Million This Quarter
AAPL,2025-05-01,2025-05-01T22:32:53Z,pymnts.com,Samsung Leads Global Smartphone Market Amid ‘Lackluster’ Industrywide Sales
AAPL,2025-05-01,2025-05-01T22:26:33Z,Yahoo Entertainment,Apple in 'early innings' of post-tariff adjustment phase
AAPL,2025-05-01,2025-05-01T22:26:14Z,KCCI Des Moines,Wellmark Foundation addressing youth mental health needs in rural Iowa
AAPL,2025-05-01,2025-05-01T22:22:23Z,Yahoo Entertainment,Apple warns of $900m hit from Trump’s trade war
AAPL,2025-05-01,2025-05-01T22:17:04Z,FactCheck.org,Trump’s 100th Day Spin
AAPL,2025-05-01,2025-05-01T22:17:00Z,Yahoo Entertainment,Apple earnings beat expectation as Americans rush to buy iPhones before tariffs
AAPL,2025-05-01,2025-05-01T22:13:53Z,HuffPost,Apple CEO Tim Cook: Tariffs Will Cost An Extra $900 Million This Quarter
AAPL,2025-05-01,2025-05-01T22:13:44Z,PCMag.com,Apple Explains How It's Trying to Keep iPhone Costs Down Amid Tariff Uncertainty
AAPL,2025-05-01,2025-05-01T22:13:44Z,PCMag.com,Apple Explains How It's Trying to Keep iPhone Costs Down Amid Tariff Uncertainty
AAPL,2025-05-01,2025-05-01T22:11:51Z,Android Authority,Get a free $100 gift card when you buy the Google Pixel 9a
AAPL,2025-05-01,2025-05-01T22:11:43Z,Biztoc.com,"Apple CEO Tim Cook says tariffs to add $900M in costs in Q3, but future uncertain"
AAPL,2025-05-01,2025-05-01T22:09:45Z,MacRumors,Apple's Q2 2025 Earnings Call Takeaways
AAPL,2025-05-01,2025-05-01T22:08:52Z,CNBC,Stock market today: Live updates
AAPL,2025-05-01,2025-05-01T22:08:20Z,Cult of Mac,Trump tariffs will cost Apple almost $1 billion this quarter
AAPL,2025-05-01,2025-05-01T22:04:31Z,Digitimes,"Apple posts strong earnings, but China and regulation weigh"
AAPL,2025-05-01,2025-05-01T22:04:15Z,The Verge,Spotify already has an app ready to test Apple’s new rules
AAPL,2025-05-01,2025-05-01T22:04:06Z,9to5Mac,Tim Cook responds to Apple product price increase possibility
AAPL,2025-05-01,2025-05-01T22:01:53Z,Android Headlines,Epic Games announces 0% revenue share model & app store workarounds for developers
AAPL,2025-05-01,2025-05-01T22:01:10Z,9to5Mac,"Spotify has just submitted its app update including links out to the web for payment, here’s how it will change the experience"
AAPL,2025-05-01,2025-05-01T22:01:07Z,The Verge,Apple says tariffs will cost it at least $900 million this quarter
AAPL,2025-05-01,2025-05-01T22:01:06Z,Biztoc.com,Apple Continues to See Stronger Demand for AI Products
AAPL,2025-05-01,2025-05-01T22:00:00Z,Siliconera,Hello Kitty Island Adventure Gudetama Month of Meh Returns
AAPL,2025-05-01,2025-05-01T22:00:00Z,Worldsoccertalk.com,How to watch Cruz Azul vs Tigres UANL in the USA: Live Stream and TV for 2025 CONCACAF Champions Cup
AAPL,2025-05-01,2025-05-01T22:00:00Z,Slashdot.org,Epic Games Is Launching Webshops To Circumvent App Store Fees
AAPL,2025-05-01,2025-05-01T21:59:02Z,GSMArena.com,Samsung Galaxy S25 Ultra outsold the S25 and S25+ combined
AAPL,2025-05-01,2025-05-01T21:57:49Z,Digital Journal,Apple expects $900 mn tariff hit as shifts US iPhone supply to India
AAPL,2025-05-01,2025-05-01T21:57:21Z,GamesRadar+,"Epic rushes to dunk on Apple after App Store court ruling, announces Epic Game Store update promising options ""where Apple, Google, and others charge exorbitant fees"""
AAPL,2025-05-01,2025-05-01T21:57:07Z,International Business Times,Apple Expects $900 Mn Tariff Hit As Shifts US IPhone Supply To India
AAPL,2025-05-01,2025-05-01T21:55:49Z,CBS News,"May 1: CBS News 24/7, 4pm ET"
AAPL,2025-05-01,2025-05-01T21:54:13Z,AppleInsider,Everything but iPhone will ship from Vietnam and India in Q3
AAPL,2025-05-01,2025-05-01T21:54:00Z,GlobeNewswire,Best Online Casinos Europe: Betworthy Picks MyStake as the Top European Casino
AAPL,2025-05-01,2025-05-01T21:53:12Z,Yahoo Entertainment,Apple expects $900 mn tariff hit as shifts US iPhone supply to India
AAPL,2025-05-01,2025-05-01T21:52:57Z,iPhone in Canada,"Last-Minute Mother’s Day Gifts 2025 in Canada: Smart, Stylish & In Stock"
AAPL,2025-05-01,2025-05-01T21:51:00Z,GlobeNewswire,NativePath Native Fiber Baobab Powder Under Review: Best Constipation Support for Gut & Colon Health
AAPL,2025-05-01,2025-05-01T21:49:38Z,Biztoc.com,Apple CEO expects tariffs to cost $900M in current quarter
AAPL,2025-05-01,2025-05-01T21:49:24Z,Biztoc.com,"Apple Slides On China Sales Slump And Soft Service Revenue, Despite Tariff Frontrunning Revenue Boost And New $100BN Buyback"
AAPL,2025-05-01,2025-05-01T21:49:02Z,Biztoc.com,Apple CEO Tim Cook says tariffs to add only $900M in costs in Q3
AAPL,2025-05-01,2025-05-01T21:48:09Z,FX Empire,"Nasdaq 100: Apple, Amazon Slide After Hours as Forecasts Miss Street Expectations"
AAPL,2025-05-01,2025-05-01T21:47:38Z,PCWorld,Roku to acquire the budget streaming service Frndly TV
AAPL,2025-05-01,2025-05-01T21:47:00Z,GlobeNewswire,Best Online Casinos in Canada: Betworthy Picks Jackpot City as the Top Canadian Casino Site
AAPL,2025-05-01,2025-05-01T21:46:29Z,TechCrunch,Apple CEO Tim Cook says tariffs to add only $900M in costs in Q3
AAPL,2025-05-01,2025-05-01T21:46:29Z,TechCrunch,"Apple CEO Tim Cook says tariffs to add $900M in costs in Q3, but future uncertain"
AAPL,2025-05-01,2025-05-01T21:41:56Z,Yahoo Entertainment,Apple's Adaptability Is Being Underestimated: NYU's Damodaran
AAPL,2025-05-01,2025-05-01T21:40:49Z,Android Authority,Epic Games takes a jab at Apple during victory lap with latest announcement
AAPL,2025-05-01,2025-05-01T21:40:14Z,Bringatrailer.com,2024 INEOS Grenadier
AAPL,2025-05-01,2025-05-01T21:39:14Z,Thefly.com,Apple CEO says nothing to announce regarding price increases
AAPL,2025-05-01,2025-05-01T21:38:23Z,New York Post,Apple revenue hits $95B as customers snatch up iPhones on tariff fears
AAPL,2025-05-01,2025-05-01T21:38:06Z,Biztoc.com,Apple edges past sales expectations but shares decline on tariff fears
AAPL,2025-05-01,2025-05-01T21:35:59Z,Fox News,Over 2 million pressure cookers recalled after dozens of consumers suffer injuries
AAPL,2025-05-01,2025-05-01T21:35:55Z,MacRumors,Tim Cook Explains How Tariffs Are Impacting Apple's Business
AAPL,2025-05-01,2025-05-01T21:35:00Z,9to5Toys,All four colors of Apple’s new 11-inch iPad are now at the $299 Amazon all-time low
AAPL,2025-05-01,2025-05-01T21:27:06Z,Biztoc.com,Apple posts brisk sales growth even as China business cools
AAPL,2025-05-01,2025-05-01T21:27:00Z,Biztoc.com,Tim Cook on an AI Powered Siri: ‘We Need More Time’
AAPL,2025-05-01,2025-05-01T21:26:55Z,AppleInsider,iPhone panic buying ahead of Trump's tariff implementation was light
AAPL,2025-05-01,2025-05-01T21:26:44Z,Yahoo Entertainment,"Apple Delivers Better-Than-Expected iPhone Sales, Announces $100B Buyback"
AAPL,2025-05-01,2025-05-01T21:26:38Z,Biztoc.com,Apple Leans on Developing Markets
AAPL,2025-05-01,2025-05-01T21:23:56Z,Financial Post,"S&P/TSX composite ends lower, U.S. markets climb as tech stocks rise"
AAPL,2025-05-01,2025-05-01T21:23:38Z,Thefly.com,Apple sees Q3 revenue up low to mid single digits
AAPL,2025-05-01,2025-05-01T21:22:10Z,sixcolors.com,This is Tim: Transcript of Apple’s Q2 2025 financial call
AAPL,2025-05-01,2025-05-01T21:21:45Z,Momadvice.com,Liann Zhang- Julie Chan Is Dead (Podcast Interview)
AAPL,2025-05-01,2025-05-01T21:21:24Z,9to5Mac,Tim Cook addresses Apple’s delay of personalized Siri features
AAPL,2025-05-01,2025-05-01T21:21:12Z,9to5Mac,Apple says tariffs will add $900 million to its costs this quarter
AAPL,2025-05-01,2025-05-01T21:20:13Z,Bringatrailer.com,2023 Dodge Challenger R/T Scat Pack Widebody Mopar ’23 6-Speed
AAPL,2025-05-01,2025-05-01T21:20:01Z,MacRumors,Tim Cook: Apple is 'Making Progress' on Apple Intelligence Siri Features
AAPL,2025-05-02,2025-05-02T23:54:23Z,redmondpie.com,"Get Lifetime Licenses Of Microsoft Windows 11 For Only $24, And Office For Just $29"
AAPL,2025-05-02,2025-05-02T23:43:15Z,CBS News,Australians voting in national election as Trump's influence looms
AAPL,2025-05-02,2025-05-02T23:30:57Z,UploadVR,Quest v77 PTC & Beyond: What Datamining Reveals About The Future of Horizon OS
AAPL,2025-05-02,2025-05-02T23:25:35Z,redmondpie.com,Save $58 On This Garmin Forerunner 165 Fitness Watch With 11 Days Battery Life
AAPL,2025-05-02,2025-05-02T23:20:59Z,Micahflee.com,"Technical analysis of TM SGNL, the unofficial Signal app Trump officials used"
AAPL,2025-05-02,2025-05-02T23:17:32Z,Digital Journal,Apple eases App Store rules under court pressure
AAPL,2025-05-02,2025-05-02T23:15:14Z,International Business Times,Apple Eases App Store Rules Under Court Pressure
AAPL,2025-05-02,2025-05-02T23:13:30Z,Slashdot.org,Apple Is Moving US iPhone Assembly to India Amid Tariff Turmoil
AAPL,2025-05-02,2025-05-02T23:05:38Z,9to5Mac,This smart fitness product could be the perfect companion for Apple Watch
AAPL,2025-05-02,2025-05-02T23:03:32Z,NPR,Why it's so hard to find a public toilet
AAPL,2025-05-02,2025-05-02T23:00:54Z,Forbes,Handicapper’s Guide: How Kentucky Derby Horse Names Fare As Trademarks
AAPL,2025-05-02,2025-05-02T23:00:19Z,XDA Developers,7 bad habits that put your passwords at risk
AAPL,2025-05-02,2025-05-02T22:59:49Z,pymnts.com,Will Apple’s Services Momentum Be Blunted by New Epic App Store Ruling?
AAPL,2025-05-02,2025-05-02T22:52:18Z,MacRumors,iPhone 17: What's New With the Cameras
AAPL,2025-05-02,2025-05-02T22:52:10Z,Page Six,"Elizabeth Hurley frolics in red bikini, reflects on ‘helluva few weeks’ after debuting Billy Ray Cyrus romance"
AAPL,2025-05-02,2025-05-02T22:46:28Z,The Mac Observer,Two Years with the iPhone 15 Pro: The Case for Going Caseless
AAPL,2025-05-02,2025-05-02T22:44:07Z,Android Authority,"Laptop deals: Get a great computer from Apple or Samsung for under $1,000"
AAPL,2025-05-02,2025-05-02T22:42:54Z,Ozbargain.com.au,"Apple iPhone 16 Pro $1529, 256GB $1729, 512GB $2069 (Free to Metro Areas/ OnePass/ C&C/ in-Store) @ Officeworks"
AAPL,2025-05-02,2025-05-02T22:42:21Z,Workingtheorys.com,"The Craft 001: A conversation about craft, code, and freedom with Neal Agarwal"
AAPL,2025-05-02,2025-05-02T22:26:04Z,Mactrast.com,Apple’s New Video Focuses on Only the Apple Intelligence Features That Are Actually Available
AAPL,2025-05-02,2025-05-02T22:24:00Z,CNET,How to Sign Documents Using Your iPhone or Android Phone
AAPL,2025-05-02,2025-05-02T22:19:28Z,The Mac Observer,Why Does iOS Take Up So Much Storage? Here’s How to Reduce It!
AAPL,2025-05-02,2025-05-02T22:15:14Z,The Times of India,Most US iPhones will be made in India now: Apple Tim Cook
AAPL,2025-05-02,2025-05-02T22:13:31Z,Forbes,"Apple Loop: iPhone 17 Pro Leaks, Apple Watch SE Details, iPhone 17 Release Dates"
AAPL,2025-05-02,2025-05-02T22:11:30Z,Forbes,"Android Circuit: Galaxy S25 Edge Details, Snapdragon Flagship Revealed, Pixel 10 Pro Leaks"
AAPL,2025-05-02,2025-05-02T22:11:00Z,CNET,Apple Is Moving US iPhone Assembly to India Amid Tariff Turmoil
AAPL,2025-05-02,2025-05-02T22:11:00Z,CNET,Apple Is Moving US iPhone Assembly to India Amid Tariff Turmoil
AAPL,2025-05-02,2025-05-02T22:10:28Z,Vox,Love on the Spectrum stars call on RFK Jr. to resign
AAPL,2025-05-02,2025-05-02T22:04:37Z,The Jerusalem Post,"Down the rabbit hole: How extensive will Trump's tariffs be, how will they impact the world?"
AAPL,2025-05-02,2025-05-02T22:02:18Z,The Mac Observer,Apple Partners With Anthropic To Bring Claude AI to Xcode
AAPL,2025-05-02,2025-05-02T22:01:50Z,Business Insider,Prince Harry said he wants 'reconciliation' with the royal family. Here's a timeline of his and Meghan Markle's tumultuous relationship with the royals.
AAPL,2025-05-02,2025-05-02T22:00:18Z,XDA Developers,These USB-C myths should join the lightning connector in the dustbin of history
AAPL,2025-05-02,2025-05-02T22:00:00Z,Android Central,This one app has made my life easier and my wife happier
AAPL,2025-05-02,2025-05-02T22:00:00Z,IndieWire,"How Chilling Sound Design, POV Shots, and an Uncanny Creature Create a Cinema of Perception in ‘April’"
AAPL,2025-05-02,2025-05-02T21:55:51Z,Forbes,Will Warren Buffett Address Trump’s Trade War? Mogul Set To Speak At Annual Berkshire Hathaway Meeting
AAPL,2025-05-02,2025-05-02T21:55:24Z,Thurrott.com,Android 16 Might Bring Major Changes to the Platform
AAPL,2025-05-02,2025-05-02T21:51:33Z,Marca,Knicks Jalen Brunson day dreaming winning shot as a kid shows he knew the day was coming
AAPL,2025-05-02,2025-05-02T21:51:09Z,Majorgeeks.com,SysTools MBOX Viewer Pro Plus 6.0
AAPL,2025-05-02,2025-05-02T21:43:44Z,New York Post,Cuomo loses out on nearly $3M in public campaign funds over digital payment flubs
AAPL,2025-05-02,2025-05-02T21:42:37Z,Yahoo Entertainment,Is Apple Inc. (AAPL) the Best NASDAQ Stock to Buy According to Billionaires?
AAPL,2025-05-02,2025-05-02T21:40:00Z,Bucsdugout.com,Game #33: San Diego Padres vs. Pittsburgh Pirates
AAPL,2025-05-02,2025-05-02T21:34:00Z,Rolling Stone,"Our Ultimate Guide to the Best Streaming Services of 2025, Reviewed and Compared"
AAPL,2025-05-02,2025-05-02T21:33:10Z,Newsweek,What to Watch This Weekend: New Series and Shows Hitting Streaming Platforms
AAPL,2025-05-02,2025-05-02T21:32:56Z,Nofilmschool.com,What Is Deductive Reasoning? Art of Thinking Like Sherlock
AAPL,2025-05-02,2025-05-02T21:28:00Z,The Star Online,"U.S. stocks advance on optimism over jobs report, trade talks"
AAPL,2025-05-02,2025-05-02T21:25:00Z,Variety,"19 Best Movies New to Streaming in May: ‘Across the Spider-Verse,’ John Krasinski in ‘Fountain of Youth,’ ‘The Last Showgirl,’ ‘Black Bag’ and More"
AAPL,2025-05-02,2025-05-02T21:24:14Z,Macdailynews.com,Apple CEO Tim Cook praises President Trump’s focus on domestic manufacturing
AAPL,2025-05-02,2025-05-02T21:20:36Z,Gizmodo.com,The Return of the Pebble Smartwatch Is a Sign People Crave Something Unique
AAPL,2025-05-02,2025-05-02T21:17:32Z,Detoxinista.com,Kale Salad Dressing
AAPL,2025-05-02,2025-05-02T21:16:01Z,ZDNet,"I replaced my iPad with this cheap Android 15 tablet, and it surprisingly held up"
AAPL,2025-05-02,2025-05-02T21:13:46Z,Japan Today,"Ruth Buzzi, comedy sketch player on groundbreaking series 'Laugh-In,' dies at 88"
AAPL,2025-05-02,2025-05-02T21:11:45Z,PBS,"Wall Street sees 9th straight day of gains, reclaiming losses since Trump’s tariff escalation"
AAPL,2025-05-02,2025-05-02T21:09:52Z,New York Post,The most walkable cities in the world have been named — and NYC isn’t even close to number one
AAPL,2025-05-02,2025-05-02T21:06:51Z,TidBITS,Apple Q2 2025 Financials Solid Despite Upcoming Tariff Uncertainty
AAPL,2025-05-02,2025-05-02T21:00:13Z,tomandlorenzo.com,"Da’Vine Joy Randolph, Omar Sy and Kerry Washington at the SHADOW FORCE New York Screening"
AAPL,2025-05-02,2025-05-02T21:00:05Z,Forbes,"What To Watch This Weekend: New Shows And Movies To Stream On Netflix, Hulu, Prime Video, Apple TV And More"
AAPL,2025-05-02,2025-05-02T21:00:00Z,GlobeNewswire,"Pixalate Releases Top 100 Connected TV (CTV) Bundle ID Rankings For Global Open Programmatic Ad Spend on Roku, Amazon Fire TV, Samsung Smart TV, and Apple TV in April 2025"
AAPL,2025-05-02,2025-05-02T21:00:00Z,Siliconera,"Amazing Bomberman Apple Arcade Game Being Shut Down, Delisted"
AAPL,2025-05-02,2025-05-02T20:58:33Z,PCMag.com,"Why Have One AI Service When You Can Have 3? Read Bundles GPT-4.1, Claude"
AAPL,2025-05-02,2025-05-02T20:58:33Z,PCMag.com,"Why Have One AI Service When You Can Have 3? Read Bundles GPT-4.1, Claude"
AAPL,2025-05-02,2025-05-02T20:54:54Z,MacRumors,"Apple Absorbs Tariff Costs While Electronics Prices Surge, But How Long Will It Last?"
AAPL,2025-05-02,2025-05-02T20:54:42Z,Variety,Shari Redstone’s Impossible Choice: She Can’t Save Both ‘60 Minutes’ and Paramount Global
AAPL,2025-05-02,2025-05-02T20:51:12Z,Bringatrailer.com,2024 Lexus LC500 Convertible
AAPL,2025-05-02,2025-05-02T20:50:19Z,Idownloadblog.com,Apple could tap Anthropic to bring AI code writing to Xcode after realizing Swift Assist is making up information
AAPL,2025-05-02,2025-05-02T20:48:13Z,Twistedsifter.com,‘There’s this alleged design defect of the battery that it could swell.’ – A Lawyer Said That Some Apple Watches Could Explode
AAPL,2025-05-02,2025-05-02T20:48:09Z,Decrypt,"Public Keys: Strategy Doubles Down on Bitcoin Plans, Robinhood Glitters With Gold"
AAPL,2025-05-02,2025-05-02T20:47:20Z,Macdailynews.com,Apple touts Apple Intelligence features in new video
AAPL,2025-05-02,2025-05-02T20:46:32Z,ABC News,Noteworthy and influential people who've died this year
AAPL,2025-05-02,2025-05-02T20:37:54Z,Yahoo Entertainment,Tim Cook Tells Commerce Secretary Lutnick How Apple 'Could' Bring iPhone Manufacturing To US
AAPL,2025-05-02,2025-05-02T20:37:52Z,Yahoo Entertainment,"Apple CEO Tim Cook Warns Of $900 Million Tariff Impact In June Quarter, Expects Majority Of iPhones Sold In US To Be Made In India"
AAPL,2025-05-02,2025-05-02T20:36:25Z,Newser,"Stocks Climb for 9th Day, Regaining Lost Ground"
AAPL,2025-05-02,2025-05-02T20:35:26Z,Loudwire,The 5 Best Grunge Album Openers of All Time
AAPL,2025-05-02,2025-05-02T20:35:06Z,Financial Post,U.S. to demand Google break up its online advertising business
AAPL,2025-05-02,2025-05-02T20:34:31Z,Blogs.com,"Now That Tim Sweeney's Saved the Metaverse from Apple, Let's Watch Him Discuss Its Future for FOUR HOURS"
AAPL,2025-05-02,2025-05-02T20:34:06Z,Yahoo Entertainment,"Berkshire’s board doesn’t see Buffett’s successor ‘as a CEO in waiting,’ lead director says. ‘He’s taking on the leadership capacity right now’"
AAPL,2025-05-02,2025-05-02T20:32:40Z,Business Insider,"The 11 best things to stream this weekend, from 'Another Simple Favor' to season 2 of 'The Walking Dead: Dead City'"
AAPL,2025-05-02,2025-05-02T20:32:12Z,9to5Mac,"Apple will launch new ‘homeOS’ this year, here’s what’s coming"
AAPL,2025-05-02,2025-05-02T20:30:51Z,The Mac Observer,Apple Approves Spotify Update With External Payment Links
AAPL,2025-05-02,2025-05-02T20:30:00Z,Bangkok Post,Shares advance on optimism about China-US talks
AAPL,2025-05-02,2025-05-02T20:30:00Z,9to5google.com,Pixelated 052: The Android Show Show
AAPL,2025-05-02,2025-05-02T20:26:21Z,Yahoo Entertainment,"Apple Beats Q2, Flags Tariff Headwinds"
AAPL,2025-05-02,2025-05-02T20:26:00Z,menshealth.com,"I Ran on a Treadmill for 30 Days, Then Smashed My 5K PR"
AAPL,2025-05-02,2025-05-02T20:25:51Z,Business Insider,Big Tech was noticeably quiet about Trump in their latest earnings calls
AAPL,2025-05-02,2025-05-02T20:25:49Z,MacStories,"Podcast Rewind: Focus, Groundhogs, Gladiators, and an Apple Watch Anniversary"
AAPL,2025-05-02,2025-05-02T20:24:35Z,MacRumors,Available Apple Intelligence Features Highlighted in New Ad
AAPL,2025-05-02,2025-05-02T20:21:43Z,The Times of India,"iPhone users, Apple devices might be at risk due to this major security flaw; check all about AirBorne malware"
AAPL,2025-05-02,2025-05-02T20:20:51Z,New York Post,"NYC apartments are famously cramped — but now they’re getting bigger, study shows"
AAPL,2025-05-02,2025-05-02T20:20:00Z,Motley Fool Australia,3 high-conviction ASX ETFs to buy and hold forever
AAPL,2025-05-02,2025-05-02T20:18:42Z,9to5Mac,Apple shares new ‘hands on’ video touting Apple Intelligence features
AAPL,2025-05-02,2025-05-02T20:17:20Z,New York Post,Apple approves Spotify update after being ordered to stop charging app commissions
AAPL,2025-05-02,2025-05-02T20:15:46Z,My Modern Met,10 Tips for Beginner Painters To Make the Most of This Amazing Art Form
AAPL,2025-05-02,2025-05-02T20:14:27Z,Securityaffairs.com,Ireland’s DPC fined TikTok €530M for sending EU user data to China
AAPL,2025-05-02,2025-05-02T20:10:51Z,NBC News,"Yes, tariffs will cause price hikes — here’s what you should buy now"
AAPL,2025-05-02,2025-05-02T20:09:28Z,How-To Geek,What Does Incognito Mode Do?
AAPL,2025-05-02,2025-05-02T20:08:09Z,Forbes,S&P 500 Notches Longest Winning Streak Since 2004 As Stocks Claw Back From ‘Liberation Day’ Crash
AAPL,2025-05-02,2025-05-02T20:07:19Z,Freerepublic.com,"Shootings spike as temperatures rise in NYC, surging over 50% last week: NYPD data"
AAPL,2025-05-02,2025-05-02T20:03:35Z,Buzzfeed,"Donald Trump's Tariffs Are Officially Going Into Effect, So Here Are The 8 Everyday Items Most Likely To Be Hit Hardest"
